,image_id,path,class_id,is_train
1062,1063,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0109_21796,20,0
1063,1064,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0048_21797,20,0
1064,1065,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0089_21804,20,1
1065,1066,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0011_21820,20,0
1066,1067,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0032_21823,20,1
1067,1068,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0084_22082,20,0
1068,1069,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0005_21828,20,1
1069,1070,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0072_21830,20,0
1070,1071,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0095_21832,20,0
1071,1072,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0066_21839,20,0
1072,1073,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0026_21845,20,1
1073,1074,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0044_22106,20,1
1074,1075,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0091_22111,20,0
1075,1076,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0008_21856,20,0
1076,1077,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0002_21819,20,0
1077,1078,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0068_21860,20,1
1078,1079,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0058_21864,20,1
1079,1080,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0052_21866,20,1
1080,1081,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0035_21870,20,0
1081,1082,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0110_21871,20,0
1082,1083,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0071_22129,20,1
1083,1084,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0086_21877,20,0
1084,1085,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0065_22137,20,1
1085,1086,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0085_21899,20,0
1086,1087,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0039_21654,20,1
1087,1088,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0100_21913,20,1
1088,1089,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0081_21829,20,0
1089,1090,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0023_21664,20,0
1090,1091,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0103_21670,20,1
1091,1092,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0001_21928,20,0
1092,1093,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0062_21673,20,1
1093,1094,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0101_21677,20,1
1094,1095,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0041_21683,20,0
1095,1096,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0088_21686,20,0
1096,1097,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0022_21944,20,0
1097,1098,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0094_21693,20,1
1098,1099,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0087_21695,20,0
1099,1100,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0102_21696,20,1
1100,1101,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0107_21698,20,1
1101,1102,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0034_21955,20,0
1102,1103,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0012_21961,20,1
1103,1104,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0030_21964,20,0
1104,1105,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0061_21967,20,0
1105,1106,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0105_21714,20,1
1106,1107,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0075_21715,20,1
1107,1108,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0017_21719,20,0
1108,1109,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0079_21978,20,0
1109,1110,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0077_21986,20,1
1110,1111,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0098_21987,20,1
1111,1112,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0014_21970,20,1
1112,1113,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0033_21873,20,1
1113,1114,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0097_21748,20,1
1114,1115,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0013_22008,20,1
1115,1116,021.Eastern_Towhee/Eastern_Towhee_0122_22538,21,0
1116,1117,021.Eastern_Towhee/Eastern_Towhee_0018_22546,21,0
1117,1118,021.Eastern_Towhee/Eastern_Towhee_0110_22549,21,0
1118,1119,021.Eastern_Towhee/Eastern_Towhee_0048_22557,21,0
1119,1120,021.Eastern_Towhee/Eastern_Towhee_0052_22558,21,1
1120,1121,021.Eastern_Towhee/Eastern_Towhee_0101_22559,21,1
1121,1122,021.Eastern_Towhee/Eastern_Towhee_0099_22566,21,1
1122,1123,021.Eastern_Towhee/Eastern_Towhee_0068_22194,21,1
1123,1124,021.Eastern_Towhee/Eastern_Towhee_0097_22580,21,1
1124,1125,021.Eastern_Towhee/Eastern_Towhee_0124_22585,21,1
1125,1126,021.Eastern_Towhee/Eastern_Towhee_0075_22588,21,1
1126,1127,021.Eastern_Towhee/Eastern_Towhee_0095_22594,21,0
1127,1128,021.Eastern_Towhee/Eastern_Towhee_0086_22611,21,0
1128,1129,021.Eastern_Towhee/Eastern_Towhee_0074_22620,21,1
1129,1130,021.Eastern_Towhee/Eastern_Towhee_0093_22621,21,1
1130,1131,021.Eastern_Towhee/Eastern_Towhee_0053_22623,21,0
1131,1132,021.Eastern_Towhee/Eastern_Towhee_0134_22624,21,0
1132,1133,021.Eastern_Towhee/Eastern_Towhee_0091_22629,21,0
1133,1134,021.Eastern_Towhee/Eastern_Towhee_0126_22639,21,1
1134,1135,021.Eastern_Towhee/Eastern_Towhee_0064_22649,21,1
1135,1136,021.Eastern_Towhee/Eastern_Towhee_0017_22138,21,0
1136,1137,021.Eastern_Towhee/Eastern_Towhee_0020_22141,21,0
1137,1138,021.Eastern_Towhee/Eastern_Towhee_0067_22142,21,0
1138,1139,021.Eastern_Towhee/Eastern_Towhee_0054_22147,21,1
1139,1140,021.Eastern_Towhee/Eastern_Towhee_0021_22152,21,1
1140,1141,021.Eastern_Towhee/Eastern_Towhee_0042_22155,21,1
1141,1142,021.Eastern_Towhee/Eastern_Towhee_0085_22674,21,0
1142,1143,021.Eastern_Towhee/Eastern_Towhee_0105_22675,21,0
1143,1144,021.Eastern_Towhee/Eastern_Towhee_0098_22676,21,0
1144,1145,021.Eastern_Towhee/Eastern_Towhee_0111_22168,21,1
1145,1146,021.Eastern_Towhee/Eastern_Towhee_0007_22172,21,1
1146,1147,021.Eastern_Towhee/Eastern_Towhee_0030_22693,21,1
1147,1148,021.Eastern_Towhee/Eastern_Towhee_0108_22182,21,0
1148,1149,021.Eastern_Towhee/Eastern_Towhee_0120_22189,21,1
1149,1150,021.Eastern_Towhee/Eastern_Towhee_0125_22220,21,0
1150,1151,021.Eastern_Towhee/Eastern_Towhee_0035_22223,21,1
1151,1152,021.Eastern_Towhee/Eastern_Towhee_0117_22741,21,1
1152,1153,021.Eastern_Towhee/Eastern_Towhee_0112_22231,21,0
1153,1154,021.Eastern_Towhee/Eastern_Towhee_0031_22233,21,0
1154,1155,021.Eastern_Towhee/Eastern_Towhee_0073_22247,21,1
1155,1156,021.Eastern_Towhee/Eastern_Towhee_0050_22257,21,1
1156,1157,021.Eastern_Towhee/Eastern_Towhee_0090_22273,21,1
1157,1158,021.Eastern_Towhee/Eastern_Towhee_0015_22275,21,0
1158,1159,021.Eastern_Towhee/Eastern_Towhee_0022_22279,21,0
1159,1160,021.Eastern_Towhee/Eastern_Towhee_0080_22303,21,0
1160,1161,021.Eastern_Towhee/Eastern_Towhee_0115_22304,21,0
1161,1162,021.Eastern_Towhee/Eastern_Towhee_0001_22314,21,0
1162,1163,021.Eastern_Towhee/Eastern_Towhee_0002_22318,21,1
1163,1164,021.Eastern_Towhee/Eastern_Towhee_0121_22319,21,0
1164,1165,021.Eastern_Towhee/Eastern_Towhee_0082_22330,21,1
1165,1166,021.Eastern_Towhee/Eastern_Towhee_0013_22336,21,1
1166,1167,021.Eastern_Towhee/Eastern_Towhee_0040_22341,21,1
1167,1168,021.Eastern_Towhee/Eastern_Towhee_0049_22357,21,0
1168,1169,021.Eastern_Towhee/Eastern_Towhee_0129_22358,21,0
1169,1170,021.Eastern_Towhee/Eastern_Towhee_0014_22367,21,0
1170,1171,021.Eastern_Towhee/Eastern_Towhee_0027_22372,21,1
1171,1172,021.Eastern_Towhee/Eastern_Towhee_0024_22382,21,0
1172,1173,021.Eastern_Towhee/Eastern_Towhee_0038_22399,21,1
1173,1174,021.Eastern_Towhee/Eastern_Towhee_0062_22418,21,0
1174,1175,021.Eastern_Towhee/Eastern_Towhee_0079_22690,21,1
1175,1176,022.Chuck_will_Widow/Chuck_Will_Widow_0033_22792,22,0
1176,1177,022.Chuck_will_Widow/Chuck_Will_Widow_0045_22798,22,0
1177,1178,022.Chuck_will_Widow/Chuck_Will_Widow_0032_22802,22,0
1178,1179,022.Chuck_will_Widow/Chuck_Will_Widow_0019_22806,22,0
1179,1180,022.Chuck_will_Widow/Chuck_Will_Widow_0021_796952,22,0
1180,1181,022.Chuck_will_Widow/Chuck_Will_Widow_0053_796953,22,1
1181,1182,022.Chuck_will_Widow/Chuck_Will_Widow_0011_796954,22,0
1182,1183,022.Chuck_will_Widow/Chuck_Will_Widow_0009_796955,22,0
1183,1184,022.Chuck_will_Widow/Chuck_Will_Widow_0012_796956,22,1
1184,1185,022.Chuck_will_Widow/Chuck_Will_Widow_0004_796957,22,1
1185,1186,022.Chuck_will_Widow/Chuck_Will_Widow_0007_796958,22,1
1186,1187,022.Chuck_will_Widow/Chuck_Will_Widow_0002_796959,22,1
1187,1188,022.Chuck_will_Widow/Chuck_Will_Widow_0017_796960,22,1
1188,1189,022.Chuck_will_Widow/Chuck_Will_Widow_0037_796961,22,1
1189,1190,022.Chuck_will_Widow/Chuck_Will_Widow_0015_796962,22,0
1190,1191,022.Chuck_will_Widow/Chuck_Will_Widow_0026_796963,22,1
1191,1192,022.Chuck_will_Widow/Chuck_Will_Widow_0010_796964,22,0
1192,1193,022.Chuck_will_Widow/Chuck_Will_Widow_0020_796965,22,0
1193,1194,022.Chuck_will_Widow/Chuck_Will_Widow_0046_796966,22,1
1194,1195,022.Chuck_will_Widow/Chuck_Will_Widow_0022_796967,22,0
1195,1196,022.Chuck_will_Widow/Chuck_Will_Widow_0008_796968,22,1
1196,1197,022.Chuck_will_Widow/Chuck_Will_Widow_0034_796969,22,1
1197,1198,022.Chuck_will_Widow/Chuck_Will_Widow_0057_796970,22,1
1198,1199,022.Chuck_will_Widow/Chuck_Will_Widow_0047_796971,22,0
1199,1200,022.Chuck_will_Widow/Chuck_Will_Widow_0025_796972,22,0
1200,1201,022.Chuck_will_Widow/Chuck_Will_Widow_0055_796973,22,1
1201,1202,022.Chuck_will_Widow/Chuck_Will_Widow_0016_796974,22,1
1202,1203,022.Chuck_will_Widow/Chuck_Will_Widow_0001_796975,22,1
1203,1204,022.Chuck_will_Widow/Chuck_Will_Widow_0040_796976,22,1
1204,1205,022.Chuck_will_Widow/Chuck_Will_Widow_0003_796977,22,1
1205,1206,022.Chuck_will_Widow/Chuck_Will_Widow_0027_796978,22,0
1206,1207,022.Chuck_will_Widow/Chuck_Will_Widow_0023_796979,22,1
1207,1208,022.Chuck_will_Widow/Chuck_Will_Widow_0018_796980,22,1
1208,1209,022.Chuck_will_Widow/Chuck_Will_Widow_0031_796981,22,0
1209,1210,022.Chuck_will_Widow/Chuck_Will_Widow_0059_796982,22,1
1210,1211,022.Chuck_will_Widow/Chuck_Will_Widow_0042_796983,22,0
1211,1212,022.Chuck_will_Widow/Chuck_Will_Widow_0052_796984,22,0
1212,1213,022.Chuck_will_Widow/Chuck_Will_Widow_0035_796985,22,1
1213,1214,022.Chuck_will_Widow/Chuck_Will_Widow_0006_796986,22,1
1214,1215,022.Chuck_will_Widow/Chuck_Will_Widow_0014_796987,22,0
1215,1216,022.Chuck_will_Widow/Chuck_Will_Widow_0028_796988,22,0
1216,1217,022.Chuck_will_Widow/Chuck_Will_Widow_0038_796989,22,0
1217,1218,022.Chuck_will_Widow/Chuck_Will_Widow_0051_796991,22,0
1218,1219,022.Chuck_will_Widow/Chuck_Will_Widow_0024_796993,22,1
1219,1220,022.Chuck_will_Widow/Chuck_Will_Widow_0030_796994,22,0
1220,1221,022.Chuck_will_Widow/Chuck_Will_Widow_0048_796995,22,1
1221,1222,022.Chuck_will_Widow/Chuck_Will_Widow_0056_796996,22,1
1222,1223,022.Chuck_will_Widow/Chuck_Will_Widow_0041_796997,22,0
1223,1224,022.Chuck_will_Widow/Chuck_Will_Widow_0005_796998,22,1
1224,1225,022.Chuck_will_Widow/Chuck_Will_Widow_0058_796999,22,0
1225,1226,022.Chuck_will_Widow/Chuck_Will_Widow_0039_797000,22,0
1226,1227,022.Chuck_will_Widow/Chuck_Will_Widow_0043_797001,22,1
1227,1228,022.Chuck_will_Widow/Chuck_Will_Widow_0049_22747,22,1
1228,1229,022.Chuck_will_Widow/Chuck_Will_Widow_0050_22750,22,1
1229,1230,022.Chuck_will_Widow/Chuck_Will_Widow_0029_22751,22,0
1230,1231,022.Chuck_will_Widow/Chuck_Will_Widow_0054_22782,22,1
1231,1232,023.Brandt_Cormorant/Brandt_Cormorant_0029_23043,23,1
1232,1233,023.Brandt_Cormorant/Brandt_Cormorant_0014_23050,23,1
1233,1234,023.Brandt_Cormorant/Brandt_Cormorant_0019_23058,23,0
1234,1235,023.Brandt_Cormorant/Brandt_Cormorant_0092_23061,23,0
1235,1236,023.Brandt_Cormorant/Brandt_Cormorant_0072_23069,23,1
1236,1237,023.Brandt_Cormorant/Brandt_Cormorant_0002_23072,23,0
1237,1238,023.Brandt_Cormorant/Brandt_Cormorant_0025_22820,23,1
1238,1239,023.Brandt_Cormorant/Brandt_Cormorant_0016_23077,23,1
1239,1240,023.Brandt_Cormorant/Brandt_Cormorant_0018_23090,23,0
1240,1241,023.Brandt_Cormorant/Brandt_Cormorant_0067_23352,23,1
1241,1242,023.Brandt_Cormorant/Brandt_Cormorant_0021_23097,23,1
1242,1243,023.Brandt_Cormorant/Brandt_Cormorant_0052_23356,23,0
1243,1244,023.Brandt_Cormorant/Brandt_Cormorant_0064_22849,23,0
1244,1245,023.Brandt_Cormorant/Brandt_Cormorant_0038_23110,23,1
1245,1246,023.Brandt_Cormorant/Brandt_Cormorant_0074_22881,23,1
1246,1247,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118,23,0
1247,1248,023.Brandt_Cormorant/Brandt_Cormorant_0087_23126,23,1
1248,1249,023.Brandt_Cormorant/Brandt_Cormorant_0079_22874,23,0
1249,1250,023.Brandt_Cormorant/Brandt_Cormorant_0013_23391,23,1
1250,1251,023.Brandt_Cormorant/Brandt_Cormorant_0070_23137,23,1
1251,1252,023.Brandt_Cormorant/Brandt_Cormorant_0044_22884,23,1
1252,1253,023.Brandt_Cormorant/Brandt_Cormorant_0017_23141,23,1
1253,1254,023.Brandt_Cormorant/Brandt_Cormorant_0001_23398,23,0
1254,1255,023.Brandt_Cormorant/Brandt_Cormorant_0040_23144,23,0
1255,1256,023.Brandt_Cormorant/Brandt_Cormorant_0009_22890,23,1
1256,1257,023.Brandt_Cormorant/Brandt_Cormorant_0028_22892,23,0
1257,1258,023.Brandt_Cormorant/Brandt_Cormorant_0042_23151,23,0
1258,1259,023.Brandt_Cormorant/Brandt_Cormorant_0083_23156,23,1
1259,1260,023.Brandt_Cormorant/Brandt_Cormorant_0022_23157,23,1
1260,1261,023.Brandt_Cormorant/Brandt_Cormorant_0061_22902,23,0
1261,1262,023.Brandt_Cormorant/Brandt_Cormorant_0026_22913,23,0
1262,1263,023.Brandt_Cormorant/Brandt_Cormorant_0045_22916,23,1
1263,1264,023.Brandt_Cormorant/Brandt_Cormorant_0003_22922,23,0
1264,1265,023.Brandt_Cormorant/Brandt_Cormorant_0049_22924,23,0
1265,1266,023.Brandt_Cormorant/Brandt_Cormorant_0030_22926,23,0
1266,1267,023.Brandt_Cormorant/Brandt_Cormorant_0007_22934,23,0
1267,1268,023.Brandt_Cormorant/Brandt_Cormorant_0036_22937,23,0
1268,1269,023.Brandt_Cormorant/Brandt_Cormorant_0091_22825,23,0
1269,1270,023.Brandt_Cormorant/Brandt_Cormorant_0015_23198,23,1
1270,1271,023.Brandt_Cormorant/Brandt_Cormorant_0039_22945,23,0
1271,1272,023.Brandt_Cormorant/Brandt_Cormorant_0078_23203,23,0
1272,1273,023.Brandt_Cormorant/Brandt_Cormorant_0053_22957,23,0
1273,1274,023.Brandt_Cormorant/Brandt_Cormorant_0075_22970,23,1
1274,1275,023.Brandt_Cormorant/Brandt_Cormorant_0033_22975,23,0
1275,1276,023.Brandt_Cormorant/Brandt_Cormorant_0082_22978,23,1
1276,1277,023.Brandt_Cormorant/Brandt_Cormorant_0032_22886,23,1
1277,1278,023.Brandt_Cormorant/Brandt_Cormorant_0006_22925,23,1
1278,1279,023.Brandt_Cormorant/Brandt_Cormorant_0023_23254,23,1
1279,1280,023.Brandt_Cormorant/Brandt_Cormorant_0035_23000,23,1
1280,1281,023.Brandt_Cormorant/Brandt_Cormorant_0088_22948,23,0
1281,1282,023.Brandt_Cormorant/Brandt_Cormorant_0080_23002,23,1
1282,1283,023.Brandt_Cormorant/Brandt_Cormorant_0073_23259,23,0
1283,1284,023.Brandt_Cormorant/Brandt_Cormorant_0071_23007,23,0
1284,1285,023.Brandt_Cormorant/Brandt_Cormorant_0084_23265,23,0
1285,1286,023.Brandt_Cormorant/Brandt_Cormorant_0063_22865,23,1
1286,1287,023.Brandt_Cormorant/Brandt_Cormorant_0068_23019,23,1
1287,1288,023.Brandt_Cormorant/Brandt_Cormorant_0076_23021,23,1
1288,1289,023.Brandt_Cormorant/Brandt_Cormorant_0047_23337,23,0
1289,1290,023.Brandt_Cormorant/Brandt_Cormorant_0062_23038,23,1
1290,1291,024.Red_faced_Cormorant/Red_Faced_Cormorant_0053_796331,24,1
1291,1292,024.Red_faced_Cormorant/Red_Faced_Cormorant_0026_796289,24,0
1292,1293,024.Red_faced_Cormorant/Red_Faced_Cormorant_0021_796265,24,0
1293,1294,024.Red_faced_Cormorant/Red_Faced_Cormorant_0072_796269,24,1
1294,1295,024.Red_faced_Cormorant/Red_Faced_Cormorant_0003_796270,24,0
1295,1296,024.Red_faced_Cormorant/Red_Faced_Cormorant_0040_796272,24,1
1296,1297,024.Red_faced_Cormorant/Red_Faced_Cormorant_0069_796274,24,0
1297,1298,024.Red_faced_Cormorant/Red_Faced_Cormorant_0002_796275,24,1
1298,1299,024.Red_faced_Cormorant/Red_Faced_Cormorant_0050_796276,24,1
1299,1300,024.Red_faced_Cormorant/Red_Faced_Cormorant_0042_796277,24,1
1300,1301,024.Red_faced_Cormorant/Red_Faced_Cormorant_0013_796278,24,0
1301,1302,024.Red_faced_Cormorant/Red_Faced_Cormorant_0049_796279,24,1
1302,1303,024.Red_faced_Cormorant/Red_Faced_Cormorant_0007_796280,24,1
1303,1304,024.Red_faced_Cormorant/Red_Faced_Cormorant_0063_796284,24,0
1304,1305,024.Red_faced_Cormorant/Red_Faced_Cormorant_0024_796285,24,0
1305,1306,024.Red_faced_Cormorant/Red_Faced_Cormorant_0057_796286,24,0
1306,1307,024.Red_faced_Cormorant/Red_Faced_Cormorant_0034_23425,24,1
1307,1308,024.Red_faced_Cormorant/Red_Faced_Cormorant_0065_796293,24,1
1308,1309,024.Red_faced_Cormorant/Red_Faced_Cormorant_0035_796294,24,1
1309,1310,024.Red_faced_Cormorant/Red_Faced_Cormorant_0048_796296,24,1
1310,1311,024.Red_faced_Cormorant/Red_Faced_Cormorant_0056_796297,24,1
1311,1312,024.Red_faced_Cormorant/Red_Faced_Cormorant_0061_796300,24,1
1312,1313,024.Red_faced_Cormorant/Red_Faced_Cormorant_0054_796301,24,0
1313,1314,024.Red_faced_Cormorant/Red_Faced_Cormorant_0037_796305,24,1
1314,1315,024.Red_faced_Cormorant/Red_Faced_Cormorant_0025_796306,24,0
1315,1316,024.Red_faced_Cormorant/Red_Faced_Cormorant_0015_796307,24,0
1316,1317,024.Red_faced_Cormorant/Red_Faced_Cormorant_0039_796308,24,0
1317,1318,024.Red_faced_Cormorant/Red_Faced_Cormorant_0046_23446,24,1
1318,1319,024.Red_faced_Cormorant/Red_Faced_Cormorant_0038_796313,24,0
1319,1320,024.Red_faced_Cormorant/Red_Faced_Cormorant_0009_796314,24,1
1320,1321,024.Red_faced_Cormorant/Red_Faced_Cormorant_0058_796315,24,0
1321,1322,024.Red_faced_Cormorant/Red_Faced_Cormorant_0052_796316,24,1
1322,1323,024.Red_faced_Cormorant/Red_Faced_Cormorant_0020_796318,24,0
1323,1324,024.Red_faced_Cormorant/Red_Faced_Cormorant_0070_796319,24,1
1324,1325,024.Red_faced_Cormorant/Red_Faced_Cormorant_0068_796321,24,0
1325,1326,024.Red_faced_Cormorant/Red_Faced_Cormorant_0028_796322,24,1
1326,1327,024.Red_faced_Cormorant/Red_Faced_Cormorant_0017_796323,24,1
1327,1328,024.Red_faced_Cormorant/Red_Faced_Cormorant_0045_796324,24,1
1328,1329,024.Red_faced_Cormorant/Red_Faced_Cormorant_0030_796325,24,1
1329,1330,024.Red_faced_Cormorant/Red_Faced_Cormorant_0001_796327,24,0
1330,1331,024.Red_faced_Cormorant/Red_Faced_Cormorant_0064_23464,24,1
1331,1332,024.Red_faced_Cormorant/Red_Faced_Cormorant_0036_796329,24,1
1332,1333,024.Red_faced_Cormorant/Red_Faced_Cormorant_0047_796330,24,0
1333,1334,024.Red_faced_Cormorant/Red_Faced_Cormorant_0073_796332,24,1
1334,1335,024.Red_faced_Cormorant/Red_Faced_Cormorant_0066_796333,24,0
1335,1336,024.Red_faced_Cormorant/Red_Faced_Cormorant_0032_796334,24,1
1336,1337,024.Red_faced_Cormorant/Red_Faced_Cormorant_0062_796336,24,1
1337,1338,024.Red_faced_Cormorant/Red_Faced_Cormorant_0033_796337,24,1
1338,1339,024.Red_faced_Cormorant/Red_Faced_Cormorant_0027_23482,24,0
1339,1340,024.Red_faced_Cormorant/Red_Faced_Cormorant_0060_23416,24,1
1340,1341,024.Red_faced_Cormorant/Red_Faced_Cormorant_0010_23421,24,0
1341,1342,024.Red_faced_Cormorant/Red_Faced_Cormorant_0023_796328,24,0
1342,1343,025.Pelagic_Cormorant/Pelagic_Cormorant_0054_23812,25,1
1343,1344,025.Pelagic_Cormorant/Pelagic_Cormorant_0083_23557,25,1
1344,1345,025.Pelagic_Cormorant/Pelagic_Cormorant_0009_23561,25,0
1345,1346,025.Pelagic_Cormorant/Pelagic_Cormorant_0012_23565,25,1
1346,1347,025.Pelagic_Cormorant/Pelagic_Cormorant_0032_23570,25,0
1347,1348,025.Pelagic_Cormorant/Pelagic_Cormorant_0070_23513,25,0
1348,1349,025.Pelagic_Cormorant/Pelagic_Cormorant_0084_23836,25,1
1349,1350,025.Pelagic_Cormorant/Pelagic_Cormorant_0063_23515,25,0
1350,1351,025.Pelagic_Cormorant/Pelagic_Cormorant_0046_23588,25,0
1351,1352,025.Pelagic_Cormorant/Pelagic_Cormorant_0036_23503,25,0
1352,1353,025.Pelagic_Cormorant/Pelagic_Cormorant_0035_23849,25,1
1353,1354,025.Pelagic_Cormorant/Pelagic_Cormorant_0088_23855,25,1
1354,1355,025.Pelagic_Cormorant/Pelagic_Cormorant_0008_23602,25,1
1355,1356,025.Pelagic_Cormorant/Pelagic_Cormorant_0071_23964,25,0
1356,1357,025.Pelagic_Cormorant/Pelagic_Cormorant_0017_23875,25,1
1357,1358,025.Pelagic_Cormorant/Pelagic_Cormorant_0062_23623,25,1
1358,1359,025.Pelagic_Cormorant/Pelagic_Cormorant_0042_23522,25,0
1359,1360,025.Pelagic_Cormorant/Pelagic_Cormorant_0085_23821,25,1
1360,1361,025.Pelagic_Cormorant/Pelagic_Cormorant_0037_23889,25,1
1361,1362,025.Pelagic_Cormorant/Pelagic_Cormorant_0080_23890,25,1
1362,1363,025.Pelagic_Cormorant/Pelagic_Cormorant_0100_23894,25,1
1363,1364,025.Pelagic_Cormorant/Pelagic_Cormorant_0092_23639,25,0
1364,1365,025.Pelagic_Cormorant/Pelagic_Cormorant_0064_23641,25,1
1365,1366,025.Pelagic_Cormorant/Pelagic_Cormorant_0038_23643,25,1
1366,1367,025.Pelagic_Cormorant/Pelagic_Cormorant_0075_23645,25,0
1367,1368,025.Pelagic_Cormorant/Pelagic_Cormorant_0011_23667,25,1
1368,1369,025.Pelagic_Cormorant/Pelagic_Cormorant_0029_23545,25,1
1369,1370,025.Pelagic_Cormorant/Pelagic_Cormorant_0055_23415,25,1
1370,1371,025.Pelagic_Cormorant/Pelagic_Cormorant_0002_23680,25,0
1371,1372,025.Pelagic_Cormorant/Pelagic_Cormorant_0003_23695,25,0
1372,1373,025.Pelagic_Cormorant/Pelagic_Cormorant_0010_23711,25,0
1373,1374,025.Pelagic_Cormorant/Pelagic_Cormorant_0024_23712,25,1
1374,1375,025.Pelagic_Cormorant/Pelagic_Cormorant_0044_23536,25,1
1375,1376,025.Pelagic_Cormorant/Pelagic_Cormorant_0049_23714,25,0
1376,1377,025.Pelagic_Cormorant/Pelagic_Cormorant_0047_23718,25,1
1377,1378,025.Pelagic_Cormorant/Pelagic_Cormorant_0086_23719,25,1
1378,1379,025.Pelagic_Cormorant/Pelagic_Cormorant_0005_23720,25,0
1379,1380,025.Pelagic_Cormorant/Pelagic_Cormorant_0093_23722,25,1
1380,1381,025.Pelagic_Cormorant/Pelagic_Cormorant_0018_23880,25,1
1381,1382,025.Pelagic_Cormorant/Pelagic_Cormorant_0030_23732,25,0
1382,1383,025.Pelagic_Cormorant/Pelagic_Cormorant_0057_24002,25,1
1383,1384,025.Pelagic_Cormorant/Pelagic_Cormorant_0053_23760,25,1
1384,1385,025.Pelagic_Cormorant/Pelagic_Cormorant_0041_23763,25,0
1385,1386,025.Pelagic_Cormorant/Pelagic_Cormorant_0016_23509,25,0
1386,1387,025.Pelagic_Cormorant/Pelagic_Cormorant_0074_23511,25,0
1387,1388,025.Pelagic_Cormorant/Pelagic_Cormorant_0082_23844,25,0
1388,1389,025.Pelagic_Cormorant/Pelagic_Cormorant_0019_23546,25,1
1389,1390,025.Pelagic_Cormorant/Pelagic_Cormorant_0096_23775,25,0
1390,1391,025.Pelagic_Cormorant/Pelagic_Cormorant_0025_23776,25,0
1391,1392,025.Pelagic_Cormorant/Pelagic_Cormorant_0102_23778,25,0
1392,1393,025.Pelagic_Cormorant/Pelagic_Cormorant_0076_23523,25,0
1393,1394,025.Pelagic_Cormorant/Pelagic_Cormorant_0098_23783,25,0
1394,1395,025.Pelagic_Cormorant/Pelagic_Cormorant_0099_23784,25,0
1395,1396,025.Pelagic_Cormorant/Pelagic_Cormorant_0073_23785,25,0
1396,1397,025.Pelagic_Cormorant/Pelagic_Cormorant_0033_23530,25,0
1397,1398,025.Pelagic_Cormorant/Pelagic_Cormorant_0026_23792,25,1
1398,1399,025.Pelagic_Cormorant/Pelagic_Cormorant_0001_23538,25,0
